ID or #		Start	End	Type	Contig
gene1746		1772556	1773314	complete	NODE_11_length_214047_cov_8.768119:205706-204948
gene1749		1775607	1776419	complete	NODE_11_length_214047_cov_8.768119:202651-201839
gene1750		1776419	1777621	complete	NODE_11_length_214047_cov_8.768119:201839-200637
gene1751		1777704	1778267	complete	NODE_11_length_214047_cov_8.768119:200554-199991
gene1791		1808631	1808753	complete	NODE_11_length_214047_cov_8.768119:199925-199803
gene1792		1808745	1810151	complete	NODE_11_length_214047_cov_8.768119:199811-198405
gene1793		1810205	1810429	partial	NODE_11_length_214047_cov_8.768119:198338-198126
gene1801		1814480	1815592	complete	NODE_11_length_214047_cov_8.768119:194075-192963
gene1802		1815723	1816889	complete	NODE_11_length_214047_cov_8.768119:192832-191666
gene1803		1816900	1817853	complete	NODE_11_length_214047_cov_8.768119:191655-190702
gene1804		1817850	1818695	complete	NODE_11_length_214047_cov_8.768119:190705-189860
gene1805		1818753	1819241	complete	NODE_11_length_214047_cov_8.768119:189802-189314
gene1806		1819283	1820410	complete	NODE_11_length_214047_cov_8.768119:189272-188145
gene1807		1820489	1821205	complete	NODE_11_length_214047_cov_8.768119:188066-187350
gene1808		1821202	1822674	complete	NODE_11_length_214047_cov_8.768119:187353-185881
gene1810		1823632	1824300	complete	NODE_11_length_214047_cov_8.768119:184881-184213
gene1811		1824300	1825016	complete	NODE_11_length_214047_cov_8.768119:184213-183497
gene1812		1825023	1825754	complete	NODE_11_length_214047_cov_8.768119:183490-182759
gene1813		1825775	1826569	complete	NODE_11_length_214047_cov_8.768119:182738-181944
gene1814		1826730	1827245	complete	NODE_11_length_214047_cov_8.768119:181783-181268
gene1830		1846071	1846292	complete	NODE_11_length_214047_cov_8.768119:162455-162234
gene1831		1846618	1846935	complete	NODE_11_length_214047_cov_8.768119:161908-161591
gene1832		1846966	1849245	complete	NODE_11_length_214047_cov_8.768119:161560-159281
gene1833		1849366	1849584	complete	NODE_11_length_214047_cov_8.768119:159162-158944
gene1849		1869879	1870619	complete	NODE_11_length_214047_cov_8.768119:138659-137919
gene1850		1870811	1873093	complete	NODE_11_length_214047_cov_8.768119:137727-135445
gene1851		1873145	1874002	complete	NODE_11_length_214047_cov_8.768119:135393-134536
gene1853		1876263	1876955	complete	NODE_11_length_214047_cov_8.768119:132273-131581
gene1854		1877144	1878232	complete	NODE_11_length_214047_cov_8.768119:131392-130304
gene1855		1878306	1879589	complete	NODE_11_length_214047_cov_8.768119:130230-128947
gene1856		1879719	1880447	complete	NODE_11_length_214047_cov_8.768119:128817-128089
gene1857		1880581	1882254	complete	NODE_11_length_214047_cov_8.768119:127955-126282
gene1858		1882406	1882693	complete	NODE_11_length_214047_cov_8.768119:126130-125843
gene1859		1882899	1885163	partial	NODE_11_length_214047_cov_8.768119:125637-124777,NODE_11_length_214047_cov_8.768119:124155-123373
gene1860		1885200	1886948	complete	NODE_11_length_214047_cov_8.768119:123336-121588
gene1861		1886945	1887925	partial	NODE_11_length_214047_cov_8.768119:121591-121302
gene1867		1892107	1892904	partial	NODE_11_length_214047_cov_8.768119:116273-115628
gene1868		1892901	1893161	partial	NODE_11_length_214047_cov_8.768119:115631-115393
gene1873		1901565	1902200	partial	NODE_11_length_214047_cov_8.768119:106947-106336
gene1874		1902214	1902861	complete	NODE_11_length_214047_cov_8.768119:106322-105675
gene1875		1902930	1904120	complete	NODE_11_length_214047_cov_8.768119:105598-104408
gene1876		1904308	1904991	partial	NODE_11_length_214047_cov_8.768119:104220-103542
gene1879		1906886	1907302	partial	NODE_11_length_214047_cov_8.768119:101635-101224
gene1904		1936314	1937408	partial	NODE_11_length_214047_cov_8.768119:77580-77466
gene1911		1944609	1945022	complete	NODE_11_length_214047_cov_8.768119:69962-69549
gene1912		1945052	1945369	complete	NODE_11_length_214047_cov_8.768119:69520-69203
gene1913		1945429	1946604	complete	NODE_11_length_214047_cov_8.768119:69143-67968
gene1914		1946821	1947375	partial	NODE_11_length_214047_cov_8.768119:67528-67196
gene1915		1947393	1948181	complete	NODE_11_length_214047_cov_8.768119:67178-66390
gene1916		1948230	1948511	complete	NODE_11_length_214047_cov_8.768119:66341-66060
gene1917		1948508	1948837	complete	NODE_11_length_214047_cov_8.768119:66063-65734
gene1918		1948926	1949585	complete	NODE_11_length_214047_cov_8.768119:65645-64986
gene1920		1951629	1951716	complete	NODE_11_length_214047_cov_8.768119:62945-62858
gene1924		1953175	1954140	complete	NODE_11_length_214047_cov_8.768119:43258-42293
gene1925		1954198	1955646	complete	NODE_11_length_214047_cov_8.768119:42235-40787
gene1926		1955665	1956789	complete	NODE_11_length_214047_cov_8.768119:40768-39644
gene1927		1956826	1958433	complete	NODE_11_length_214047_cov_8.768119:39607-38000
gene1928		1958938	1959561	complete	NODE_11_length_214047_cov_8.768119:37415-36792
gene1929		1959555	1960022	complete	NODE_11_length_214047_cov_8.768119:36798-36331
gene1930		1960105	1961067	complete	NODE_11_length_214047_cov_8.768119:36248-35286
gene1931		1961064	1962344	complete	NODE_11_length_214047_cov_8.768119:35289-34009
gene1932		1962347	1963834	complete	NODE_11_length_214047_cov_8.768119:34006-32519
gene1933		1964155	1964295	complete	NODE_11_length_214047_cov_8.768119:32198-32058
gene1934		1964319	1964711	complete	NODE_11_length_214047_cov_8.768119:32034-31642
gene1935		1964737	1965489	complete	NODE_11_length_214047_cov_8.768119:31616-30864
gene1936		1965715	1967136	complete	NODE_11_length_214047_cov_8.768119:30638-29217
gene1937		1967490	1968881	complete	NODE_11_length_214047_cov_8.768119:28863-27472
gene1938		1969000	1969122	complete	NODE_11_length_214047_cov_8.768119:27353-27231
gene1939		1969379	1969600	complete	NODE_11_length_214047_cov_8.768119:26974-26753
gene1940		1969621	1970409	complete	NODE_11_length_214047_cov_8.768119:26732-25944
gene1941		1970525	1970974	complete	NODE_11_length_214047_cov_8.768119:25828-25379
gene1942		1971109	1972374	complete	NODE_11_length_214047_cov_8.768119:25244-23979
gene1943		1972443	1972670	partial	NODE_11_length_214047_cov_8.768119:22940-22758
gene1944		1972691	1973287	complete	NODE_11_length_214047_cov_8.768119:22737-22141
gene1946		1974107	1974997	complete	NODE_11_length_214047_cov_8.768119:21320-20430
gene1947		1975404	1976726	complete	NODE_11_length_214047_cov_8.768119:19734-18412
gene1948		1976748	1977242	complete	NODE_11_length_214047_cov_8.768119:18390-17896
gene1949		1977253	1977843	complete	NODE_11_length_214047_cov_8.768119:17885-17295
gene1950		1977840	1978388	complete	NODE_11_length_214047_cov_8.768119:17298-16750
gene1951		1978364	1978630	complete	NODE_11_length_214047_cov_8.768119:16774-16508
gene1952		1978627	1979019	complete	NODE_11_length_214047_cov_8.768119:16511-16119
gene1953		1979012	1979722	complete	NODE_11_length_214047_cov_8.768119:16126-15416
gene1954		1979722	1980813	complete	NODE_11_length_214047_cov_8.768119:15416-14325
gene1955		1981098	1981736	complete	NODE_11_length_214047_cov_8.768119:14040-13402
gene1956		1981733	1982128	complete	NODE_11_length_214047_cov_8.768119:13405-13010
gene1957		1982314	1983354	complete	NODE_11_length_214047_cov_8.768119:12824-11784
gene1958		1983314	1986274	complete	NODE_11_length_214047_cov_8.768119:11824-8864
gene1959		1986696	1988204	complete	NODE_11_length_214047_cov_8.768119:8442-6934
gene1960		1988218	1988460	complete	NODE_11_length_214047_cov_8.768119:6920-6678
gene1961		1988459	1988773	complete	NODE_11_length_214047_cov_8.768119:6679-6365
gene1962		1988805	1990022	complete	NODE_11_length_214047_cov_8.768119:6333-5116
gene1963		1990260	1991090	complete	NODE_11_length_214047_cov_8.768119:4878-4048
gene1964		1991142	1992269	complete	NODE_11_length_214047_cov_8.768119:3996-2869
gene1965		1992274	1993557	complete	NODE_11_length_214047_cov_8.768119:2864-1581
gene1966		1994062	1994652	complete	NODE_11_length_214047_cov_8.768119:1076-486
gene1967		1994670	1994849	complete	NODE_11_length_214047_cov_8.768119:468-289
gene1969		1995888	1995975	complete	NODE_21_length_78281_cov_8.662602:346-433
gene1970		1996121	1996798	complete	NODE_21_length_78281_cov_8.662602:579-1256
gene1971		1996817	1997677	complete	NODE_21_length_78281_cov_8.662602:1275-2135
gene1972		1997792	1998697	partial	NODE_21_length_78281_cov_8.662602:2250-3145
gene1973		1999337	1999424	complete	NODE_21_length_78281_cov_8.662602:5400-5487
gene1974		1999692	2000630	complete	NODE_21_length_78281_cov_8.662602:5756-6694
gene1975		2000719	2001456	complete	NODE_21_length_78281_cov_8.662602:6783-7520
gene1976		2001479	2002030	complete	NODE_21_length_78281_cov_8.662602:7543-8094
gene1977		2002197	2002619	complete	NODE_21_length_78281_cov_8.662602:8261-8683
gene1980		2003989	2005149	partial	NODE_21_length_78281_cov_8.662602:10720-11218
gene1981		2005401	2006954	complete	NODE_21_length_78281_cov_8.662602:11470-13023
gene1982		2006947	2009475	complete	NODE_21_length_78281_cov_8.662602:13016-15544
gene1983		2009542	2009769	complete	NODE_21_length_78281_cov_8.662602:15611-15838
gene1984		2009770	2010156	complete	NODE_21_length_78281_cov_8.662602:15839-16225
gene1991		2015251	2015505	complete	NODE_21_length_78281_cov_8.662602:21333-21587
gene1992		2015808	2016059	complete	NODE_21_length_78281_cov_8.662602:21892-22143
gene2004		2025837	2028821	partial	NODE_21_length_78281_cov_8.662602:33043-34902
gene2005		2029479	2030474	complete	NODE_21_length_78281_cov_8.662602:35560-36555
gene2006		2030512	2031096	complete	NODE_21_length_78281_cov_8.662602:36593-37177
gene2007		2031238	2031759	complete	NODE_21_length_78281_cov_8.662602:37319-37840
gene2008		2031776	2031949	complete	NODE_21_length_78281_cov_8.662602:37857-38030
gene2009		2032411	2033250	complete	NODE_21_length_78281_cov_8.662602:38492-39331
gene2010		2033304	2034257	complete	NODE_21_length_78281_cov_8.662602:39386-40339
gene2011		2034273	2035202	complete	NODE_21_length_78281_cov_8.662602:40355-41284
gene2012		2035215	2035949	complete	NODE_21_length_78281_cov_8.662602:41297-42031
gene2013		2036160	2036396	complete	NODE_21_length_78281_cov_8.662602:42242-42478
gene2014		2036522	2037727	complete	NODE_21_length_78281_cov_8.662602:42604-43809
gene2015		2037853	2038662	complete	NODE_21_length_78281_cov_8.662602:43935-44744
gene2016		2038664	2039686	complete	NODE_21_length_78281_cov_8.662602:44746-45768
gene2017		2039676	2040317	complete	NODE_21_length_78281_cov_8.662602:45758-46399
gene2018		2040314	2041318	complete	NODE_21_length_78281_cov_8.662602:46396-47400
gene2019		2041329	2042123	complete	NODE_21_length_78281_cov_8.662602:47411-48205
gene2020		2042420	2043853	complete	NODE_21_length_78281_cov_8.662602:48502-49935
gene2024		2045490	2046317	partial	NODE_21_length_78281_cov_8.662602:52214-52400
gene2025		2046341	2047351	complete	NODE_21_length_78281_cov_8.662602:52424-53434
gene2026		2047387	2047929	complete	NODE_21_length_78281_cov_8.662602:53470-54012
gene2027		2048175	2049479	complete	NODE_21_length_78281_cov_8.662602:54257-55561
gene2032		2054190	2054312	complete	NODE_21_length_78281_cov_8.662602:58609-58731
gene2033		2054365	2054949	complete	NODE_21_length_78281_cov_8.662602:58784-59368
gene2034		2054997	2055152	complete	NODE_21_length_78281_cov_8.662602:59416-59571
gene2035		2055250	2055507	complete	NODE_21_length_78281_cov_8.662602:59669-59926
gene2036		2055636	2056577	complete	NODE_21_length_78281_cov_8.662602:60055-60996
gene2037		2056759	2060205	complete	NODE_21_length_78281_cov_8.662602:61178-64624
gene2038		2060245	2060376	complete	NODE_21_length_78281_cov_8.662602:64664-64795
gene2039		2060510	2061709	complete	NODE_21_length_78281_cov_8.662602:64929-66128
gene2040		2061702	2062403	complete	NODE_21_length_78281_cov_8.662602:66121-66822
gene2041		2062433	2063647	complete	NODE_21_length_78281_cov_8.662602:66852-68066
gene2042		2063696	2064607	complete	NODE_21_length_78281_cov_8.662602:68115-69026
gene2043		2064721	2065452	complete	NODE_21_length_78281_cov_8.662602:69140-69871
gene2044		2065543	2065887	partial	NODE_21_length_78281_cov_8.662602:69962-70294
gene2045		2066139	2066492	complete	NODE_1_length_566821_cov_8.393009:365-718
gene2046		2066473	2067768	complete	NODE_1_length_566821_cov_8.393009:699-1994
gene2047		2067765	2069489	complete	NODE_1_length_566821_cov_8.393009:1991-3715
gene2048		2069535	2070581	complete	NODE_1_length_566821_cov_8.393009:3761-4807
gene2049		2070578	2071363	complete	NODE_1_length_566821_cov_8.393009:4804-5589
gene2050		2071360	2072217	complete	NODE_1_length_566821_cov_8.393009:5586-6443
gene2051		2072201	2073337	complete	NODE_1_length_566821_cov_8.393009:6427-7563
gene2052		2073596	2074828	complete	NODE_1_length_566821_cov_8.393009:7822-9054
gene2053		2074968	2076089	complete	NODE_1_length_566821_cov_8.393009:9964-11085
gene2054		2076175	2077641	complete	NODE_1_length_566821_cov_8.393009:11171-12637
gene2055		2077641	2078312	complete	NODE_1_length_566821_cov_8.393009:12637-13308
gene2056		2078596	2079402	complete	NODE_1_length_566821_cov_8.393009:13592-14398
gene2057		2079486	2079848	complete	NODE_1_length_566821_cov_8.393009:14482-14844
gene2058		2079903	2081273	complete	NODE_1_length_566821_cov_8.393009:14899-16269
gene2059		2081277	2081918	complete	NODE_1_length_566821_cov_8.393009:16273-16914
gene2060		2081973	2083079	complete	NODE_1_length_566821_cov_8.393009:16969-18075
gene2061		2083136	2083594	complete	NODE_1_length_566821_cov_8.393009:18132-18590
gene2062		2083611	2084261	complete	NODE_1_length_566821_cov_8.393009:18607-19257
gene2063		2084502	2085752	complete	NODE_1_length_566821_cov_8.393009:19498-20748
gene2071		2090048	2090248	complete	NODE_1_length_566821_cov_8.393009:63578-63778
gene2072		2090311	2090805	complete	NODE_1_length_566821_cov_8.393009:63841-64335
gene2073		2090832	2091338	complete	NODE_1_length_566821_cov_8.393009:64362-64868
gene2074		2091355	2092242	complete	NODE_1_length_566821_cov_8.393009:64885-65772
gene2075		2092298	2093617	complete	NODE_1_length_566821_cov_8.393009:65828-67147
gene2076		2093700	2094710	complete	NODE_1_length_566821_cov_8.393009:67230-68240
gene2077		2094826	2095023	partial	NODE_1_length_566821_cov_8.393009:72351-72535
gene2088		2105282	2105437	complete	NODE_1_length_566821_cov_8.393009:83118-83273
gene2089		2105436	2106350	complete	NODE_1_length_566821_cov_8.393009:83272-84186
gene2090		2106440	2107078	complete	NODE_1_length_566821_cov_8.393009:84276-84914
gene2091		2107209	2107472	complete	NODE_1_length_566821_cov_8.393009:85045-85308
gene2092		2107532	2107657	complete	NODE_1_length_566821_cov_8.393009:85368-85493
gene2093		2107849	2107986	complete	NODE_1_length_566821_cov_8.393009:85685-85822
gene2094		2108008	2109021	complete	NODE_1_length_566821_cov_8.393009:85844-86857
gene2095		2109322	2109561	complete	NODE_1_length_566821_cov_8.393009:87158-87397
gene2096		2109551	2109889	complete	NODE_1_length_566821_cov_8.393009:87387-87725
gene2097		2109893	2110402	complete	NODE_1_length_566821_cov_8.393009:87729-88238
gene2098		2110548	2111240	complete	NODE_1_length_566821_cov_8.393009:88384-89076
gene2099		2111272	2112447	complete	NODE_1_length_566821_cov_8.393009:89108-90283
gene2100		2112555	2113349	complete	NODE_1_length_566821_cov_8.393009:90391-91185
gene2101		2113333	2113779	complete	NODE_1_length_566821_cov_8.393009:91169-91615
gene2102		2113896	2114396	complete	NODE_1_length_566821_cov_8.393009:91732-92232
gene2103		2114492	2114647	complete	NODE_1_length_566821_cov_8.393009:92328-92483
gene2104		2114642	2115778	complete	NODE_1_length_566821_cov_8.393009:92478-93614
gene2105		2115949	2116191	complete	NODE_1_length_566821_cov_8.393009:93785-94027
gene2109		2120066	2120971	complete	NODE_1_length_566821_cov_8.393009:119170-120075
gene2114		2124416	2124727	complete	NODE_1_length_566821_cov_8.393009:136618-136929
gene2115		2124849	2125331	complete	NODE_1_length_566821_cov_8.393009:137051-137533
gene2116		2125490	2126053	complete	NODE_1_length_566821_cov_8.393009:137692-138255
gene2117		2126099	2127382	complete	NODE_1_length_566821_cov_8.393009:138301-139584
gene2118		2127468	2129402	complete	NODE_1_length_566821_cov_8.393009:139670-141604
gene2119		2129819	2130565	complete	NODE_1_length_566821_cov_8.393009:142021-142767
gene2121		2131567	2132451	complete	NODE_1_length_566821_cov_8.393009:143769-144653
gene2122		2132526	2133521	complete	NODE_1_length_566821_cov_8.393009:144728-145723
gene2125		2134690	2135034	complete	NODE_1_length_566821_cov_8.393009:146893-147237
gene2136		2145557	2146198	partial	NODE_1_length_566821_cov_8.393009:148821-149450
gene2137		2146208	2147227	complete	NODE_1_length_566821_cov_8.393009:149460-150479
gene2138		2147366	2149219	complete	NODE_1_length_566821_cov_8.393009:150618-152471
gene2139		2149385	2149936	complete	NODE_1_length_566821_cov_8.393009:152637-153188
gene2142		2152120	2152866	complete	NODE_1_length_566821_cov_8.393009:153783-154529
